PHONE_TYPE,RAM_STORAGE,NAIRA_PRICE,CITY,STATE,PHONE_CONDITION
Apple iPhone 8 Plus 64 GB Gold,NA,120000,Ikwerre,Rivers State,Used
Apple iPhone XS Max 64 GB Gold,NA,210000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Pink,NA,155000,Oyigbo,Rivers State,Used
Apple iPhone XR 64 GB White,NA,171000,Egbeda,Oyo State,Used
New Apple iPhone 13 128 GB Black,NA,510000,Victoria Island,Lagos State,Brand New
New Apple iPhone 11 Pro 64 GB White,NA,345000,Ibadan,Oyo State,Brand New
New Apple iPhone 13 128 GB Green,NA,520000,Ikeja,Lagos State,Brand New
Apple iPhone 7 32 GB Black,NA,70000,Oyigbo,Rivers State,Used
Apple iPhone XR 64 GB White,NA,120000,Akure,Ondo State,Used
Apple iPhone 12 128 GB Gray,NA,375000,Ibadan,Oyo State,Used
Apple iPhone 11 64 GB Yellow,NA,220000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 128 GB Rose Gold,NA,88000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 Plus 128 GB Black,NA,110000,Ikeja,Lagos State,Used
New Apple iPhone 12 64 GB White,NA,380000,Victoria Island,Lagos State,Brand New
New Apple iPhone 13 256 GB Green,NA,510000,Eko Atlantic,Lagos State,Brand New
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 256 GB Gray,NA,495000,Ikeja,Lagos State,Brand New
New Apple iPhone 11 64 GB Pink,NA,265000,Ikeja,Lagos State,Brand New
Apple iPhone 11 64 GB White,NA,225000,Ikeja,Lagos State,Used
New Huawei P20 Pro 128 GB Black,NA,115000,Ikeja,Lagos State,Brand New
Apple iPhone 8 64 GB Black,NA,97000,Ibadan,Oyo State,Used
Apple iPhone 8 Plus 64 GB Rose Gold,NA,120000,Eleme,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Gray,NA,290000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 64 GB Gray,NA,330000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,165000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Yellow,NA,210000,Ikeja,Lagos State,Used
Apple iPhone XS Max 256 GB Rose Gold,NA,260000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 128 GB Purple,NA,255000,Port-Harcourt,Rivers State,Used
Apple iPhone 13 256 GB Black,NA,550000,Ikeja,Lagos State,Used
Apple iPhone XR 128 GB Black,NA,190000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro 256 GB Gold,NA,309900,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Blue,NA,165000,Ibadan,Oyo State,Used
Apple iPhone 13 256 GB White,NA,520000,Ikeja,Lagos State,Used
Apple iPhone 8 64 GB Black,NA,95000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 128 GB Black,NA,110000,Akure,Ondo State,Used
Samsung Galaxy S20 128 GB Gray,3 GB,220000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,3 GB,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 9 128 GB Blue,3 GB,135000,Alimosho,Lagos State,Used
Apple iPhone XS Max 256 GB Gold,3 GB,260000,Ikeja,Lagos State,Used
Apple iPhone 7 128 GB Silver,3 GB,85000,Ikeja,Lagos State,Used
Apple iPhone X 64 GB Black,3 GB,160000,Isolo,Lagos State,Used
Apple iPhone 12 Pro Max 256 GB Blue,3 GB,500000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Red,3 GB,153000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Gold,3 GB,170000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 Plus 32 GB Black,3 GB,85000,Akure,Ondo State,Used
Apple iPhone X 64 GB White,3 GB,140000,Eleme,Rivers State,Used
Apple iPhone 11 Pro Max 64 GB Black,3 GB,350000,Owo,Ondo State,Used
New Apple iPhone 11 64 GB Black,3 GB,245000,Ibadan,Oyo State,Brand New
New Apple iPhone 12 64 GB Blue,3 GB,360000,Ikeja,Lagos State,Brand New
Apple iPhone XS 64 GB Black,3 GB,160000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Yellow,3 GB,228000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,3 GB,205000,Shomolu,Lagos State,Used
Apple iPhone X 64 GB Black,3 GB,135000,Akure,Ondo State,Used
New Apple iPhone 11 64 GB White,3 GB,285000,Ikeja,Lagos State,Brand New
Apple iPhone 12 128 GB Blue,3 GB,355000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 64 GB Gold,3 GB,95000,Ikeja,Lagos State,Used
Apple iPhone 13 512 GB White,3 GB,570000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,3 GB,75000,Port-Harcourt,Rivers State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,200000,Ikeja,Lagos State,Used
New Apple iPhone 12 Pro Max 128 GB Black,NA,530000,Ikeja,Lagos State,Brand New
New Samsung Galaxy Z Fold 3 256 GB Silver,NA,650000,Ikeja,Lagos State,Brand New
New Huawei Y9 2019 128 GB Blue,NA,80000,Ikeja,Lagos State,Brand New
Apple iPhone 11 Pro Max 256 GB Gold,NA,350000,Ibadan,Oyo State,Used
New Apple iPhone 12 64 GB Blue,NA,360000,Ikeja,Lagos State,Brand New
Apple iPhone XS 64 GB Black,NA,160000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Yellow,NA,228000,Akure,Ondo State,Used
Apple iPhone X 64 GB Black,NA,135000,Akure,Ondo State,Used
New Apple iPhone 11 64 GB White,NA,285000,Ikeja,Lagos State,Brand New
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone 12 128 GB Blue,NA,355000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Red,NA,162000,Ibadan,Oyo State,Used
Infinix Smart 5 (X657) 32 GB Green,NA,34000,Ajah,Lagos State,Used
Apple iPhone 8 64 GB Gold,NA,95000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,NA,75000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,NA,75000,Akure,Ondo State,Used
Apple iPhone 8 Plus 64 GB Black,NA,120000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,180000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
Apple iPhone 7 128 GB Rose Gold,NA,75000,Akure,Ondo State,Used
Apple iPhone X 64 GB Silver,NA,150000,Ikeja,Lagos State,Used
Apple iPhone 8 64 GB Gold,NA,105000,Ikeja,Lagos State,Used
New Google Pixel 5a 5G 128 GB Blue,NA,230000,Ikeja,Lagos State,Brand New
Apple iPhone 12 128 GB Blue,NA,310000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Gold,NA,75000,Port-Harcourt,Rivers State,Used
Apple iPhone 13 128 GB White,NA,460000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,155000,Obio-Akpor,Rivers State,Used
Apple iPhone 11 64 GB Black,NA,220000,Egbe Idimu,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone 11 Pro Max 256 GB Gray,NA,360000,Ikeja,Lagos State,Used
New Apple iPhone 11 128 GB Black,NA,290000,Ikeja,Lagos State,Brand New
Apple iPhone 11 64 GB Purple,NA,245000,Ibadan,Oyo State,Used
Apple iPhone 12 Pro Max 128 GB Black,NA,500000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro 64 GB Gray,NA,300000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro 64 GB Gold,NA,298000,Ibadan,Oyo State,Used
Apple iPhone XS 64 GB Black,NA,160000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Red,NA,230000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,185000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Red,NA,275000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
Apple iPhone XS 64 GB Black,NA,210000,Ikeja,Lagos State,Used
Apple iPhone 8 Plus 64 GB Red,NA,140000,Ikeja,Lagos State,Used
New Apple iPhone 11 Pro Max 256 GB Gold,NA,350000,Abule Egba,Lagos State,Brand New
Apple iPhone 11 Pro Max 256 GB Gray,NA,360000,Wuse 2,Abuja (FCT) State,Used
New Apple iPhone 12 Pro Max 128 GB Blue,NA,520000,Warri,Delta State,Brand New
Apple iPhone XR 64 GB Yellow,NA,170000,Akure,Ondo State,Used
New Apple iPhone 11 64 GB Purple,NA,265000,Ikeja,Lagos State,Brand New
Apple iPhone XR 64 GB Blue,NA,155000,Obio-Akpor,Rivers State,Used
Apple iPhone 7 32 GB Gold,NA,65000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Orange,NA,170000,Ikeja,Lagos State,Used
Apple iPhone 8 Plus 64 GB White,NA,150000,Port-Harcourt,Rivers State,Used
Apple iPhone 13 Pro Max 128 GB Black,NA,650000,Ikeja,Lagos State,Used
New Apple iPhone 12 64 GB Gray,NA,335000,Ikeja,Lagos State,Brand New
Apple iPhone 13 Pro 128 GB Gold,NA,600000,Ajah,Lagos State,Used
Apple iPhone XS Max 64 GB Gray,NA,230000,Obio-Akpor,Rivers State,Used
New Apple iPhone 7 128 GB Black,NA,79000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 6s 64 GB Gold,NA,58000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 64 GB Gold,NA,330000,Port-Harcourt,Rivers State,Used
Apple iPhone X 64 GB White,NA,140000,Eleme,Rivers State,Used
Apple iPhone 6s 64 GB Gold,NA,65000,Ibadan,Oyo State,Used
Samsung Galaxy S20 128 GB Gray,3 GB,220000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,3 GB,135000,Alimosho,Lagos State,Used
Apple iPhone XR 128 GB White,3 GB,205000,Ikeja,Lagos State,Used
Apple iPhone X 64 GB Black,3 GB,160000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,3 GB,165000,Ikeja,Lagos State,Used
New Apple iPhone 14 Pro 128 GB Purple,3 GB,550000,Ibadan,Oyo State,Brand New
Apple iPhone 11 Pro Max 64 GB Gray,3 GB,325000,Surulere,Lagos State,Used
Apple iPhone 11 64 GB Red,3 GB,215000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Gold,3 GB,170000,Ibadan,Oyo State,Used
New Apple iPhone 13 128 GB Green,3 GB,520000,Ikeja,Lagos State,Brand New
Apple iPhone 7 Plus 32 GB Black,3 GB,95000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,3 GB,60000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,3 GB,70000,Ikwerre,Rivers State,Used
Apple iPhone X 64 GB Black,3 GB,140000,Akure,Ondo State,Used
